token,list of numbers
tiramisu,"[1, 0, 0, 0, 0, 0, 9, 0, 7]"
partn,"[5, 0, 5, 0, 9, 0, 15, 0, 10]"
homey,"[0, 0, 0, 0, 6, 0, 12, 0, 13]"
begin,"[15, 0, 9, 0, 7, 0, 11, 0, 12]"
saliv,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
lamb,"[5, 0, 13, 0, 56, 0, 75, 0, 51]"
spaghett,"[0, 0, 7, 0, 18, 0, 8, 0, 9]"
combast,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
impecc,"[0, 0, 1, 0, 0, 0, 1, 0, 11]"
writ,"[24, 0, 22, 0, 34, 0, 27, 0, 30]"
5star,"[0, 0, 0, 0, 1, 0, 3, 0, 4]"
aspect,"[1, 0, 3, 0, 3, 0, 2, 0, 3]"
rigaton,"[0, 0, 0, 0, 0, 0, 1, 0, 1]"
stun,"[0, 0, 1, 0, 0, 0, 4, 0, 2]"
tablew,"[0, 0, 0, 0, 1, 0, 1, 0, 0]"
soup,"[97, 0, 142, 0, 204, 0, 284, 0, 144]"
calamar,"[5, 0, 15, 0, 23, 0, 47, 0, 23]"
invit,"[2, 0, 2, 0, 7, 0, 7, 0, 15]"
book,"[6, 0, 5, 0, 6, 0, 14, 0, 24]"
damp,"[0, 0, 1, 0, 2, 0, 1, 0, 1]"
coq,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
au,"[4, 0, 0, 0, 2, 0, 3, 0, 0]"
vin,"[0, 0, 0, 0, 2, 0, 1, 0, 2]"
non,"[28, 0, 16, 0, 14, 0, 21, 0, 24]"
saf,"[9, 0, 2, 0, 14, 0, 5, 0, 5]"
sist,"[4, 0, 5, 0, 13, 0, 12, 0, 6]"
lunch/brunch,"[0, 0, 0, 0, 0, 0, 2, 0, 0]"
charco,"[4, 0, 5, 0, 12, 0, 15, 0, 5]"
steakh,"[3, 0, 6, 0, 9, 0, 14, 0, 8]"
screams,"[0, 0, 0, 0, 0, 0, 2, 0, 0]"
young,"[17, 0, 13, 0, 8, 0, 18, 0, 20]"
profess,"[1, 0, 5, 0, 5, 0, 18, 0, 25]"
boozy,"[0, 0, 0, 0, 0, 0, 2, 0, 0]"
preserv,"[0, 0, 2, 0, 0, 0, 5, 0, 4]"
ledg,"[0, 0, 3, 0, 0, 0, 2, 0, 0]"
shelv,"[1, 0, 2, 0, 0, 0, 3, 0, 2]"
faux,"[0, 0, 0, 0, 0, 0, 3, 0, 1]"
worn,"[1, 0, 2, 0, 2, 0, 1, 0, 1]"
dinnerw,"[0, 0, 1, 0, 0, 0, 1, 0, 0]"
scat,"[2, 0, 1, 0, 3, 0, 3, 0, 0]"
eg,"[40, 0, 79, 0, 91, 0, 144, 0, 99]"
bro,"[34, 0, 24, 0, 38, 0, 33, 0, 28]"
sals,"[2, 0, 10, 0, 10, 0, 21, 0, 12]"
tortilla,"[3, 0, 2, 0, 7, 0, 9, 0, 4]"
trout,"[1, 0, 0, 0, 3, 0, 9, 0, 13]"
pancak,"[6, 0, 11, 0, 19, 0, 27, 0, 18]"
burg,"[119, 0, 140, 0, 242, 0, 242, 0, 163]"
sampl,"[2, 0, 9, 0, 15, 0, 33, 0, 37]"
bright,"[2, 0, 4, 0, 11, 0, 25, 0, 15]"
pep,"[28, 0, 30, 0, 29, 0, 48, 0, 43]"
split,"[2, 0, 10, 0, 17, 0, 22, 0, 13]"
ricott,"[0, 0, 0, 0, 3, 0, 9, 0, 5]"
brul,"[2, 0, 1, 0, 5, 0, 25, 0, 25]"
toast,"[15, 0, 23, 0, 29, 0, 60, 0, 36]"
fruit,"[9, 0, 9, 0, 17, 0, 37, 0, 15]"
charcutery,"[0, 0, 0, 0, 6, 0, 4, 0, 4]"
refil,"[26, 0, 20, 0, 24, 0, 42, 0, 23]"
convey,"[0, 0, 0, 0, 1, 0, 1, 0, 0]"
verd,"[0, 0, 1, 0, 0, 0, 3, 0, 1]"
rom,"[5, 0, 1, 0, 10, 0, 17, 0, 13]"
intim,"[0, 0, 1, 0, 6, 0, 8, 0, 16]"
tapa,"[1, 0, 2, 0, 6, 0, 19, 0, 17]"
sock,"[0, 0, 1, 0, 3, 0, 1, 0, 1]"
bau,"[0, 0, 8, 0, 14, 0, 22, 0, 16]"
wildcraft,"[2, 0, 6, 0, 7, 0, 15, 0, 6]"
bhima,"[0, 0, 0, 0, 2, 0, 1, 0, 8]"
warung,"[1, 0, 1, 0, 6, 0, 2, 0, 5]"
blow,"[3, 0, 7, 0, 7, 0, 8, 0, 5]"
mason,"[2, 0, 2, 0, 0, 0, 2, 0, 0]"
jar,"[6, 0, 3, 0, 1, 0, 6, 0, 2]"
mennonit,"[0, 0, 0, 0, 1, 0, 1, 0, 2]"
herit,"[0, 0, 0, 0, 0, 0, 3, 0, 3]"
husband,"[31, 0, 20, 0, 18, 0, 24, 0, 42]"
birthday,"[7, 0, 9, 0, 32, 0, 34, 0, 36]"
masculin,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
gnocch,"[1, 0, 0, 0, 21, 0, 18, 0, 13]"
celery,"[2, 0, 1, 0, 2, 0, 4, 0, 1]"
stew,"[1, 0, 6, 0, 3, 0, 14, 0, 5]"
br\xc3\xbbl\xc3\xa9e,"[0, 0, 2, 0, 2, 0, 12, 0, 8]"
moth,"[9, 0, 8, 0, 3, 0, 8, 0, 9]"
dumpl,"[24, 0, 35, 0, 51, 0, 74, 0, 67]"
morocc,"[2, 0, 1, 0, 1, 0, 2, 0, 0]"
tangin,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
funnel,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
cak,"[11, 0, 20, 0, 57, 0, 60, 0, 55]"
banana,"[0, 0, 1, 0, 0, 0, 3, 0, 2]"
scoop,"[2, 0, 7, 0, 7, 0, 7, 0, 5]"
whip,"[0, 0, 2, 0, 6, 0, 6, 0, 11]"
otherw,"[7, 0, 18, 0, 22, 0, 44, 0, 13]"
predict,"[0, 0, 0, 0, 2, 0, 1, 0, 0]"
understaff,"[3, 0, 7, 0, 8, 0, 8, 0, 4]"
layout,"[0, 0, 4, 0, 6, 0, 9, 0, 3]"
mojito,"[0, 0, 1, 0, 4, 0, 7, 0, 10]"
saus,"[7, 0, 22, 0, 35, 0, 52, 0, 47]"
fusill,"[0, 0, 1, 0, 1, 0, 1, 0, 0]"
bacon,"[36, 0, 52, 0, 43, 0, 78, 0, 86]"
pizz,"[204, 0, 107, 0, 205, 0, 262, 0, 253]"
sooooo,"[0, 0, 0, 0, 0, 0, 3, 0, 5]"
bump,"[1, 0, 2, 0, 1, 0, 7, 0, 0]"
baconwrap,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
quail,"[0, 0, 4, 0, 0, 0, 2, 0, 4]"
lemonbasil,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
art,"[6, 0, 7, 0, 7, 0, 19, 0, 17]"
lwn,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
leek,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
perch,"[0, 0, 0, 0, 2, 0, 1, 0, 0]"
barley,"[1, 0, 2, 0, 3, 0, 7, 0, 4]"
below,"[7, 0, 24, 0, 10, 0, 9, 0, 1]"
unap,"[1, 0, 3, 0, 2, 0, 1, 0, 0]"
desert,"[10, 0, 5, 0, 14, 0, 19, 0, 21]"
compens,"[9, 0, 3, 0, 6, 0, 1, 0, 1]"
rhubarb,"[0, 0, 0, 0, 1, 0, 3, 0, 2]"
strawberry,"[2, 0, 5, 0, 10, 0, 11, 0, 11]"
compot,"[0, 0, 0, 0, 2, 0, 1, 0, 1]"
angel,"[0, 0, 1, 0, 2, 0, 2, 0, 2]"
dens,"[0, 0, 1, 0, 4, 0, 2, 0, 2]"
detract,"[0, 0, 3, 0, 1, 0, 0, 0, 1]"
cosy,"[0, 0, 0, 0, 0, 0, 6, 0, 3]"
morrocc,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
tagin,"[4, 0, 0, 0, 1, 0, 1, 0, 1]"
mint,"[0, 0, 6, 0, 3, 0, 10, 0, 6]"
neat,"[2, 0, 0, 0, 9, 0, 10, 0, 16]"
mex,"[2, 0, 13, 0, 15, 0, 30, 0, 13]"
chimichang,"[0, 0, 1, 0, 0, 0, 2, 0, 5]"
shel,"[1, 0, 7, 0, 8, 0, 21, 0, 6]"
enchilada,"[0, 0, 2, 0, 6, 0, 9, 0, 3]"
carnita,"[0, 0, 0, 0, 4, 0, 5, 0, 2]"
partway,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
morit,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
smokey/sweet,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
heat,"[14, 0, 11, 0, 16, 0, 24, 0, 16]"
spar,"[1, 0, 1, 0, 5, 0, 8, 0, 8]"
11:55,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
phillip/albert,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
weekday,"[3, 0, 5, 0, 20, 0, 21, 0, 14]"
wellpop,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
flat,"[12, 0, 10, 0, 10, 0, 10, 0, 7]"
grac,"[2, 0, 5, 0, 6, 0, 3, 0, 3]"
bottl,"[14, 0, 19, 0, 18, 0, 20, 0, 21]"
fajit,"[0, 0, 0, 0, 0, 0, 2, 0, 0]"
cact,"[0, 0, 0, 0, 1, 0, 1, 0, 0]"
ownedthey,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
childr,"[7, 0, 2, 0, 5, 0, 8, 0, 10]"
good/quick,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
enchilad,"[0, 0, 0, 0, 3, 0, 6, 0, 2]"
adult,"[5, 0, 1, 0, 8, 0, 9, 0, 7]"
quesadilla,"[1, 0, 2, 0, 0, 0, 3, 0, 4]"
399,"[1, 0, 1, 0, 2, 0, 6, 0, 2]"
churro,"[1, 0, 2, 0, 4, 0, 11, 0, 3]"
basebal,"[1, 0, 0, 0, 1, 0, 2, 0, 1]"
californ,"[2, 0, 5, 0, 8, 0, 18, 0, 7]"
stratford,"[1, 0, 0, 0, 1, 0, 0, 0, 4]"
acc,"[3, 0, 1, 0, 7, 0, 6, 0, 5]"
quiet,"[1, 0, 8, 0, 17, 0, 37, 0, 34]"
span,"[0, 0, 3, 0, 3, 0, 3, 0, 2]"
spee,"[1, 0, 6, 0, 9, 0, 12, 0, 8]"
stat,"[16, 0, 13, 0, 23, 0, 20, 0, 22]"
11am,"[0, 0, 1, 0, 3, 0, 4, 0, 2]"
mon,"[6, 0, 2, 0, 9, 0, 14, 0, 17]"
attempt,"[12, 0, 6, 0, 8, 0, 9, 0, 2]"
1230,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
1145,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
nobody,"[10, 0, 1, 0, 3, 0, 4, 0, 4]"
success,"[3, 0, 3, 0, 3, 0, 8, 0, 8]"
cambridg,"[5, 0, 5, 0, 5, 0, 9, 0, 3]"
texmex,"[0, 0, 1, 0, 1, 0, 2, 0, 3]"
chimichanga,"[0, 0, 0, 0, 0, 0, 0, 0, 2]"
gringa,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
tacquito,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
support,"[6, 0, 3, 0, 3, 0, 12, 0, 12]"
tortill,"[3, 0, 7, 0, 8, 0, 9, 0, 2]"
dic,"[2, 0, 1, 0, 2, 0, 2, 0, 7]"
shout,"[2, 0, 0, 0, 1, 0, 5, 0, 1]"
jody,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
livewel,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
dai,"[5, 0, 2, 0, 23, 0, 47, 0, 46]"
char,"[4, 0, 2, 0, 6, 0, 7, 0, 10]"
sautee,"[0, 0, 0, 0, 4, 0, 2, 0, 2]"
undernea,"[1, 0, 0, 0, 5, 0, 5, 0, 3]"
touch,"[10, 0, 8, 0, 17, 0, 29, 0, 19]"
mediocr,"[40, 0, 60, 0, 62, 0, 24, 0, 6]"
dip,"[15, 0, 28, 0, 38, 0, 52, 0, 37]"
zat,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
crust,"[20, 0, 18, 0, 38, 0, 40, 0, 37]"
25/5,"[0, 0, 3, 0, 3, 0, 1, 0, 0]"
spotlight,"[0, 0, 0, 0, 1, 0, 1, 0, 0]"
risotto,"[1, 0, 3, 0, 12, 0, 6, 0, 6]"
35,"[12, 0, 7, 0, 22, 0, 29, 0, 6]"
keen,"[1, 0, 1, 0, 0, 0, 1, 0, 2]"
meatbal,"[5, 0, 3, 0, 9, 0, 8, 0, 11]"
rib,"[20, 0, 26, 0, 48, 0, 106, 0, 62]"
overdon,"[1, 0, 4, 0, 2, 0, 10, 0, 3]"
candl,"[0, 0, 0, 0, 4, 0, 6, 0, 8]"
meet,"[4, 0, 4, 0, 11, 0, 27, 0, 18]"
seen,"[20, 0, 10, 0, 21, 0, 38, 0, 28]"
morn,"[9, 0, 10, 0, 18, 0, 23, 0, 34]"
greet,"[15, 0, 12, 0, 13, 0, 20, 0, 33]"
tiniest,"[0, 0, 1, 0, 0, 0, 0, 0, 1]"
waffl,"[3, 0, 4, 0, 17, 0, 30, 0, 16]"
alot,"[4, 0, 3, 0, 4, 0, 4, 0, 4]"
offerd,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
ranchero,"[1, 0, 1, 0, 3, 0, 1, 0, 2]"
thru,"[13, 0, 4, 0, 4, 0, 1, 0, 3]"
yup,"[2, 0, 0, 0, 2, 0, 2, 0, 1]"
muggl,"[0, 0, 0, 0, 0, 0, 0, 0, 2]"
harry,"[0, 0, 0, 0, 1, 0, 0, 0, 2]"
transfig,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
marmalad,"[0, 0, 1, 0, 0, 0, 2, 0, 1]"
freshcut,"[0, 0, 0, 0, 2, 0, 0, 0, 2]"
shoest,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
candy,"[0, 0, 3, 0, 4, 0, 8, 0, 15]"
gingery,"[0, 0, 0, 0, 0, 0, 1, 0, 1]"
noisy,"[1, 0, 4, 0, 12, 0, 17, 0, 3]"
mighty,"[1, 0, 0, 0, 0, 0, 0, 0, 2]"
breast,"[4, 0, 4, 0, 12, 0, 15, 0, 9]"
bottomless,"[0, 0, 1, 0, 3, 0, 10, 0, 2]"
indust,"[0, 0, 1, 0, 3, 0, 6, 0, 2]"
engl,"[10, 0, 9, 0, 14, 0, 18, 0, 20]"
breakfast,"[36, 0, 79, 0, 126, 0, 212, 0, 161]"
muffin,"[1, 0, 3, 0, 4, 0, 15, 0, 11]"
poach,"[3, 0, 1, 0, 10, 0, 8, 0, 5]"
son,"[11, 0, 2, 0, 12, 0, 13, 0, 9]"
4pm,"[0, 0, 1, 0, 3, 0, 5, 0, 2]"
curtain,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
suit,"[4, 0, 3, 0, 10, 0, 13, 0, 7]"
gf,"[8, 0, 1, 0, 3, 0, 12, 0, 4]"
chips/beans/guacamole/pico,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
de,"[1, 0, 0, 0, 4, 0, 12, 0, 2]"
gallo,"[0, 0, 0, 0, 0, 0, 2, 0, 0]"
brussel,"[0, 0, 3, 0, 2, 0, 6, 0, 6]"
sprouts,"[4, 0, 9, 0, 9, 0, 19, 0, 9]"
pico,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
granol,"[0, 0, 0, 0, 0, 0, 2, 0, 1]"
gelato,"[0, 0, 0, 0, 2, 0, 13, 0, 15]"
icy,"[0, 0, 1, 0, 1, 0, 1, 0, 0]"
remov,"[9, 0, 4, 0, 8, 0, 8, 0, 3]"
threw,"[14, 0, 5, 0, 6, 0, 4, 0, 3]"
freez,"[12, 0, 10, 0, 5, 0, 2, 0, 7]"
washroom,"[13, 0, 12, 0, 19, 0, 15, 0, 14]"
attend,"[3, 0, 7, 0, 2, 0, 4, 0, 4]"
wild,"[4, 0, 6, 0, 6, 0, 14, 0, 8]"
bison,"[0, 0, 5, 0, 0, 0, 2, 0, 3]"
bolognes,"[1, 0, 0, 0, 7, 0, 1, 0, 1]"
barill,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
lobby,"[1, 0, 2, 0, 1, 0, 3, 0, 1]"
peek,"[1, 0, 0, 0, 0, 0, 2, 0, 1]"
baby,"[4, 0, 3, 0, 4, 0, 9, 0, 6]"
chair,"[6, 0, 6, 0, 8, 0, 15, 0, 7]"
40,"[12, 0, 12, 0, 9, 0, 25, 0, 11]"
shock,"[14, 0, 5, 0, 3, 0, 12, 0, 10]"
ya,"[5, 0, 3, 0, 0, 0, 5, 0, 3]"
miscalc,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
bakery,"[6, 0, 7, 0, 3, 0, 10, 0, 17]"
allround,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
wing,"[65, 0, 62, 0, 76, 0, 99, 0, 80]"
ham,"[7, 0, 7, 0, 14, 0, 19, 0, 16]"
raw,"[32, 0, 20, 0, 9, 0, 17, 0, 11]"
onlin,"[27, 0, 4, 0, 3, 0, 11, 0, 11]"
christmas,"[0, 0, 5, 0, 7, 0, 5, 0, 6]"
gift,"[2, 0, 0, 0, 3, 0, 5, 0, 4]"
london,"[1, 0, 0, 0, 2, 0, 11, 0, 1]"
boo,"[11, 0, 4, 0, 7, 0, 24, 0, 7]"
sat,"[41, 0, 25, 0, 17, 0, 23, 0, 22]"
overlook,"[1, 0, 2, 0, 4, 0, 5, 0, 4]"
:3,"[0, 0, 1, 0, 0, 0, 0, 0, 1]"
fest,"[2, 0, 0, 0, 3, 0, 4, 0, 3]"
holiday,"[4, 0, 2, 0, 3, 0, 7, 0, 9]"
brown,"[19, 0, 16, 0, 10, 0, 14, 0, 16]"
fash,"[1, 0, 4, 0, 5, 0, 12, 0, 6]"
vodk,"[1, 0, 0, 0, 3, 0, 4, 0, 5]"
aftertast,"[3, 0, 1, 0, 4, 0, 1, 0, 1]"
bourbon,"[0, 0, 0, 0, 2, 0, 9, 0, 2]"
tenderloin,"[1, 0, 1, 0, 12, 0, 9, 0, 6]"
boar,"[0, 0, 0, 0, 0, 0, 1, 0, 2]"
polent,"[1, 0, 0, 0, 1, 0, 1, 0, 2]"
spin,"[1, 0, 4, 0, 5, 0, 5, 0, 5]"
americano,"[0, 0, 0, 0, 1, 0, 5, 0, 4]"
hello,"[6, 0, 2, 0, 0, 0, 2, 0, 7]"
foc,"[1, 0, 3, 0, 4, 0, 1, 0, 4]"
sophisticated/pricier,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
huevo,"[1, 0, 1, 0, 1, 0, 0, 0, 2]"
desir,"[4, 0, 6, 0, 11, 0, 5, 0, 10]"
doll,"[30, 0, 20, 0, 35, 0, 32, 0, 15]"
artichok,"[0, 0, 0, 0, 2, 0, 10, 0, 10]"
truffl,"[0, 0, 1, 0, 2, 0, 5, 0, 5]"
flourless,"[0, 0, 0, 0, 3, 0, 2, 0, 4]"
hent,"[6, 0, 3, 0, 8, 0, 11, 0, 5]"
view,"[0, 0, 3, 0, 3, 0, 11, 0, 6]"
becky,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
slightest,"[1, 0, 0, 0, 1, 0, 2, 0, 1]"
ol,"[6, 0, 9, 0, 9, 0, 22, 0, 24]"
tartiglion,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
nemes,"[0, 0, 0, 0, 2, 0, 3, 0, 0]"
tbk,"[0, 0, 0, 0, 1, 0, 10, 0, 1]"
disclos,"[0, 0, 0, 0, 0, 0, 1, 0, 2]"
fail,"[21, 0, 8, 0, 4, 0, 6, 0, 7]"
annivers,"[2, 0, 0, 0, 6, 0, 10, 0, 7]"
cindy,"[0, 0, 0, 0, 0, 0, 0, 0, 2]"
credit,"[21, 0, 9, 0, 14, 0, 14, 0, 8]"
eng,"[2, 0, 0, 0, 5, 0, 2, 0, 11]"
ensu,"[0, 0, 0, 0, 0, 0, 0, 0, 2]"
jacquelin,"[0, 0, 0, 0, 0, 0, 0, 0, 3]"
hil,"[0, 0, 7, 0, 5, 0, 3, 0, 6]"
jok,"[6, 0, 5, 0, 9, 0, 6, 0, 5]"
reconnect,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
pip,"[2, 0, 2, 0, 8, 0, 5, 0, 10]"
lic,"[0, 0, 0, 0, 0, 0, 0, 0, 2]"
daught,"[9, 0, 10, 0, 6, 0, 14, 0, 12]"
portobello,"[0, 0, 0, 0, 0, 0, 3, 0, 1]"
mushroom,"[22, 0, 17, 0, 34, 0, 65, 0, 53]"
shank,"[0, 0, 0, 0, 3, 0, 1, 0, 2]"
pearl,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
team,"[3, 0, 0, 0, 4, 0, 4, 0, 14]"
keg,"[5, 0, 7, 0, 11, 0, 9, 0, 8]"
wors,"[34, 0, 21, 0, 11, 0, 4, 0, 2]"
mat,"[16, 0, 13, 0, 10, 0, 29, 0, 23]"
fant,"[6, 0, 11, 0, 22, 0, 33, 0, 33]"
fit,"[5, 0, 6, 0, 10, 0, 16, 0, 11]"
incr,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
ang,"[0, 0, 1, 0, 3, 0, 3, 0, 2]"
mash,"[5, 0, 15, 0, 18, 0, 23, 0, 9]"
upsc,"[2, 0, 11, 0, 19, 0, 21, 0, 17]"
ordin,"[0, 0, 4, 0, 9, 0, 5, 0, 2]"
colleagu,"[3, 0, 2, 0, 15, 0, 11, 0, 3]"
payload,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
viabl,"[0, 0, 0, 0, 2, 0, 0, 0, 0]"
engin,"[1, 0, 0, 0, 5, 0, 0, 0, 1]"
surv,"[2, 0, 3, 0, 7, 0, 4, 0, 2]"
exam,"[2, 0, 3, 0, 7, 0, 5, 0, 3]"
cityinspir,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
steel,"[2, 0, 1, 0, 1, 0, 2, 0, 0]"
reb,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
sew,"[1, 0, 0, 0, 1, 0, 0, 0, 0]"
drain,"[2, 0, 1, 0, 1, 0, 0, 0, 1]"
paint,"[1, 0, 1, 0, 1, 0, 8, 0, 8]"
bianco,"[0, 0, 0, 0, 2, 0, 0, 0, 0]"
stronger,"[0, 0, 0, 0, 4, 0, 3, 0, 2]"
fudgey,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
icecream,"[2, 0, 1, 0, 3, 0, 5, 0, 7]"
company,"[7, 0, 3, 0, 3, 0, 10, 0, 10]"
farewel,"[0, 0, 0, 0, 0, 0, 2, 0, 0]"
ahaha,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
gourmet,"[5, 0, 3, 0, 13, 0, 17, 0, 9]"
nonetheless,"[0, 0, 2, 0, 4, 0, 14, 0, 5]"
ashley,"[0, 0, 0, 0, 0, 0, 1, 0, 9]"
heard/,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
gahhh,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
gest,"[2, 0, 1, 0, 2, 0, 3, 0, 1]"
infrastruct,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
imagin,"[5, 0, 10, 0, 6, 0, 9, 0, 18]"
sopressat,"[0, 0, 0, 0, 0, 0, 1, 0, 2]"
alltim,"[0, 0, 0, 0, 1, 0, 1, 0, 0]"
posit,"[13, 0, 17, 0, 10, 0, 16, 0, 11]"
sou,"[1, 0, 3, 0, 7, 0, 6, 0, 16]"
bord,"[3, 0, 1, 0, 2, 0, 4, 0, 2]"
runofthemil,"[0, 0, 0, 0, 2, 0, 1, 0, 2]"
plenty,"[7, 0, 13, 0, 17, 0, 43, 0, 44]"
chedd,"[1, 0, 3, 0, 5, 0, 7, 0, 11]"
mel,"[15, 0, 36, 0, 32, 0, 40, 0, 13]"
sin,"[2, 0, 2, 0, 0, 0, 0, 0, 2]"
pour,"[6, 0, 12, 0, 5, 0, 8, 0, 6]"
drool,"[0, 0, 0, 0, 2, 0, 2, 0, 7]"
recount,"[1, 0, 0, 0, 0, 0, 0, 0, 1]"
glass,"[20, 0, 25, 0, 31, 0, 35, 0, 19]"
imbib,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
benedict,"[3, 0, 9, 0, 18, 0, 21, 0, 31]"
strip,"[5, 0, 4, 0, 11, 0, 13, 0, 18]"
loin,"[2, 0, 1, 0, 1, 0, 3, 0, 3]"
jacob,"[4, 0, 4, 0, 14, 0, 18, 0, 9]"
creek,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
poor,"[68, 0, 52, 0, 31, 0, 18, 0, 5]"
/brunch,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
u,"[11, 0, 4, 0, 6, 0, 12, 0, 16]"
r,"[2, 0, 1, 0, 2, 0, 1, 0, 4]"
tremend,"[0, 0, 2, 0, 1, 0, 2, 0, 2]"
vint,"[0, 0, 1, 0, 0, 0, 7, 0, 2]"
necess,"[0, 0, 4, 0, 12, 0, 8, 0, 3]"
crim,"[0, 0, 2, 0, 0, 0, 2, 0, 1]"
fillet,"[2, 0, 1, 0, 0, 0, 2, 0, 1]"
ces,"[0, 0, 3, 0, 2, 0, 2, 0, 2]"
oneoff,"[0, 0, 0, 0, 1, 0, 1, 0, 0]"
dessert/drinks,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
attach,"[2, 0, 2, 0, 0, 0, 6, 0, 5]"
bargain,"[1, 0, 0, 0, 0, 0, 2, 0, 2]"
weeknight,"[0, 0, 2, 0, 1, 0, 1, 0, 2]"
someplac,"[2, 0, 0, 0, 0, 0, 0, 0, 1]"
gnocc,"[0, 0, 0, 0, 2, 0, 1, 0, 0]"
countless,"[2, 0, 1, 0, 0, 0, 0, 0, 4]"
memo,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
psych,"[0, 0, 0, 0, 1, 0, 1, 0, 0]"
hostess,"[15, 0, 4, 0, 11, 0, 11, 0, 7]"
lead,"[4, 0, 1, 0, 7, 0, 4, 0, 3]"
barn/country,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
mot,"[2, 0, 1, 0, 2, 0, 1, 0, 2]"
hoison,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
glaz,"[1, 0, 1, 0, 4, 0, 3, 0, 3]"
cilantro,"[1, 0, 0, 0, 6, 0, 14, 0, 5]"
daikon,"[0, 0, 0, 0, 1, 0, 2, 0, 0]"
soldout,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
8pm,"[1, 0, 1, 0, 2, 0, 3, 0, 3]"
jus,"[6, 0, 0, 0, 2, 0, 7, 0, 2]"
horserad,"[0, 0, 1, 0, 6, 0, 5, 0, 1]"
beet,"[1, 0, 3, 0, 3, 0, 13, 0, 9]"
pump,"[1, 0, 0, 0, 2, 0, 1, 0, 0]"
defint,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
twenty,"[2, 0, 0, 0, 3, 0, 0, 0, 0]"
traff,"[2, 0, 2, 0, 3, 0, 3, 0, 4]"
rub,"[7, 0, 3, 0, 4, 0, 7, 0, 5]"
casey,"[2, 0, 0, 0, 1, 0, 0, 0, 0]"
nacho,"[13, 0, 8, 0, 20, 0, 22, 0, 24]"
defo,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
pinpoint,"[0, 0, 0, 0, 0, 0, 2, 0, 0]"
satisfact,"[2, 0, 7, 0, 6, 0, 8, 0, 2]"
classy,"[0, 0, 1, 0, 9, 0, 18, 0, 17]"
tvs,"[0, 0, 3, 0, 4, 0, 12, 0, 6]"
